,from,to,filename,start_location,end_location,distance,polyline
40,12,21,Hidalgo-Pachuca+Querétaro-Querétaro,"(20.0825159, -98.7917974)","(20.6121228, -100.4802572)",235528,kjqyBhe~yQ_CcB|D}X~XpDdFbFfWxVtf@qPhp@_Uvo@nS`jAlj@loAzbA|h@rn@ziAdv@xd@bl@rqAt_Ad^z[`mAls@xc@p_@t~CncCnW|Zv]ti@lNlT~D~JyB@{A}CnCcR}CcZkHuNpBgFn@bDkFl_@iXvjB_Bxc@Pdn@x@j~BrJns@xD`UfBz_@eMfXkj@fp@o[ne@}V~m@kJxUcSxVyw@`n@oD|FsIx^qItb@UjQ|Vj|@fXb|@~U~w@nA|QuIr}@_MlhAgPtpAk\jcA}Z|x@gJ`V{_@np@i\fc@yd@|m@kw@h}@}fBleBgi@xpAqpBtsAyrBzsAkRhYuJxj@kSxmAqJfc@_a@v{@qsBfqEcb@j_AuIb_@rApX|E|UlKnh@ps@hpCve@fzBpYlz@fJhZfDrg@rEje@`Wjn@to@`eBbe@xj@vN~PhDpNnAx]`O~p@\h`ArBhOlFvKbKnZzGvj@bF`TdRjc@nRxM`w@bZ`q@xVrm@rz@f}@nwAfIr_@AdLwHxQ{HzOae@h}@ct@zuAu^dr@uWnm@cNnd@yJd^wc@`_BwWl~@cOth@gJnMcYbVeRbPei@ld@cUdV_JxKqKdFwMrE_DzDwSbf@_TtW_T~WuKjUiEjd@vBze@dLbfBwp@raEwTp]gUdVoQhR{v@dk@cQhk@iOtZer@|}@omCf`AcbA~{@caBvvAkxBpdBo`Avu@{i@nc@c`@bg@ox@peA{x@reAqcBxzBq{@jiAeU~YkYzd@kU`z@uPrm@ot@nlCqSji@w_@nx@ia@zz@}U|g@wLtRq\~Gg^mGoYcMmQyBif@pNge@zOmSrHgXjRs_@fXaa@bWkw@t{@{\h_@gK~UsArYuDzP{^hp@sk@lkBiDzQb@lU}EdPyQpXwa@jXeV`P_MzH{NlCsMdEkS|Ty_@jc@_wAb`B}t@~{@o`@xm@}PhOq[|SutAviBeeAtvA_PfMaKjGet@je@eVxPabAxsAudAxwAmHjKqSxk@_K`[cW~\}l@p|@eXrc@}u@hqAil@rcAcp@vhAqh@t}@mKxT}ErV}YlyAaYxn@eRjf@^nw@jBpkClGnx@h@le@mAnd@}H`i@qObt@_Hv[P~Z_Nx\{GvJwHfDmR?qJdCaHdMeCbc@vCrLlQrJrGdJrTndBnNrkAxOhtAmC`NkFlIeBhKFxZh@poAXnr@`@bx@jJvyAfEpr@Cl]vC|h@`FhZwDrJiUlD{]lR_WpF{v@zSih@fEsVtE{HgAu@uFm@wNoDcQuBeQ_CmByCsIuQbC
41,12,6,Hidalgo-Pachuca+Ciudad de México-Mexico City,"(20.0825159, -98.7917974)","(19.39068, -99.2836971)",116512,kjqyBhe~yQoASy@[Hs@jAaNz@eJt@HjRpBrE~@dFbFfWxVvGwArPuGhLcEt[kLrSsGlFn@bR|GdU`I`e@`SxQzIdQnK~WvQrXlUx\tYhVbZrQnSfp@~_@rXdUxd@bl@rqAt_A~LfKvHtIlF|DtY`Rd^dUdSdJfQdNpQjP|MvLzPtKba@hZv{AvmAnHvG~MdRv]ti@lNlTfPdTlfAplAba@|m@pFrHfKzJpa@p_@js@rn@|HrGtFhBtK~@fn@tCrIvAbWrH|oCxy@hMzCjWh@bp@t@vU`@jK_Azl@oMpq@yNtIwAdQvBp~@|QnStCdUwAdNpM|L|TjGnJzD|I|HtMbItVpD~Ez@pCb@tErAfDlDpF~AhGdAdElBpCdl@z@fj@hAbh@j@|TiAb@lCcAvC{BnAqKbAaCx@iPx|@sKzi@{Pxl@qKba@TlBhC~FBbCkL~_@cBzHFpHdBvGfAdBnXj^hb@bj@vBjEdHrHnWf]xQrS|ItHr@fAxp@rh@r[pW`QlMvFVzRq@zF|@vJxFpOhQrxA|eBrZd`@x@|C^xFm@vFkAvFo@rF`@dGjAjDvFnFdRhHdJdFpI`HlMvRbEhHnHfIjNbPru@|aA`TzXb[|b@xLn]bGbN|KxQrPfVja@`]`MfMtJhHlFlBfOfBpQTfMfDrLhKnHzI~LhQpCjIVhLLdY`AjKXp\iBtq@mAng@m@lTx@rOlDfL`G`UzBbi@LvHtAvKtApE~DlFbMrP|K`N`OlO|F`JrEbD~PbSpP`TvJfJ`JfF`DxCjD|JnGxIbXp[ru@fw@fUvUpF`J`Tve@hVng@zEtErBnAtKnCnKbDzLjDbMnApJ@hR?`G\pJlBv[~Ol\rQ`PlGnHd@tL]di@uAnR|Bbt@xK`f@rHfI~BvL`GvP~NjOrOdOfOjQ~Ld\dQfQpK~KvLjU|[pFzGdHnDpl@tIdXxJ|c@dP`M|AbJa@nRcFdT_GjOiE`YyE`e@uFrKeEzZsUbWoRrNoJ|HwBtUiDn^FnGi@fOuDvQ_FtFJrErAlHtGtKbLtFxCzDv@xGQlMyDza@cOnFeAfJQbYxEnJHxJeAtUwAzBnAfAMDsDiEwHmCuEqCuJiE{RGcQxAeEzCmEdEwHh@{A|Be@nEg@xALhF{FxAy@zH{@lLm@zCH|JjChNjDnBu@X_Bg@yDnB_AlS}FbImBhDFtGfClA^zGJl@Ca@`Ac@jAaCpGkBhASdGlBlKR~@yDG_JOMfHgEHoEDqCd@KRg`@qIwJqB{HRUtA}BYu@CaEMaCb@
42,12,28,Hidalgo-Pachuca+Tlaxcala-Tlaxcala,"(20.0825159, -98.7917974)","(19.4167799, -98.4471055)",102809,kjqyBhe~yQoASy@C?WHs@jAaNz@eJt@HjRpBrE~@dFbF~TxUfA^zAIzDmArPuGhLcEt[kLjJeDhFkB|@AlFn@dGdB|IvDrM`FpF~A`e@`SxQzI~@h@f@zAPrAXbAZTbAL~@s@`CoPzB_J`BsL`@mDxAaN`CqW`Hqp@zCkWj@yIu@u[i@mSoBi}@cCciA]mPWsLm@}DMiD\mAhA_AjFaCdXoMxXaMz]}PzEeBjR{Ivu@i]|u@i]`_@sPpNiG|MyD~sAq^xVcH|qBwi@`{DgeAt]_KnTuF|W{HlUyF|PsEn\}IjmAm\dv@qSpBi@fBK~B@hDz@rBjAbLxNfJ|I|InGn^hS~`@lTra@zTx_@vSnQxJ~GjElCxCd]da@zZl^bIzJtA~BOjA_@XcA@o@k@G{@j@{AhDuEpI}Kn\{c@vNaQ|\gZvUmTtNcPjW{ZzP}RzN}OzQ}Rnd@cg@|o@gs@pHeInLsKdKqGbo@{\vd@_V`fA}j@r|Asn@vu@}ZrV}JjM}Hvf@w^z[{U`v@{j@lZyT`I}EdFoB~EmAlGy@tFMfHXxTx@`I`@bh@jCvO|@jK\lE[hCg@xH{CfDcCrHgH~ZwY|SaSp]c\|SkPtQeLrnAiw@bg@q[pR{LpN}JpOeM|a@w\xUyRhEoDp@k@nIaGpQyNnHeGtTkQpq@ii@`RmN`]iWtLgJ~A{ArLgMvSmWxLoOdHaJxGeHnGgFtIsE`IsDrz@k`@fe@kThb@qSdk@kYbZiOzOcIl^}Rbr@uh@fYyTrDuC|LoIfFuBrDy@`AXZhAS|@iBjBgCt@aAe@NgBxA}C~AkFb@}GDoPZcn@Rec@L}Mz@{G|@yC~MsWxRg_@`E}InAmBxFgL^sCiA}HHg@X[|BzAbDlBxBnA`DrAtGjAtAd@lAhBhB|F`AtAzQhMxC|BzCbE~C`E`E`ChFk@lP|FzG]jD]rAoAxDgExFaA~K_@|KwBvG_AE`@qAzBGn@pAhG?xIS`DiA`DkBnFRbAhElGbDtE`Af@`FhAfBbAfArCLzAQjBsA~EsEnNeDdCgDXs@n@VvCz@tFjAb@hJkAbP{AvK|ClCrApUnSnCrChG~JtBpCzDx@rCGbVwEzDC~D_AhHYnFmC|DuFdFoE~HyFzAa@`AJzBz@xBW`OwDxNsLnDuFrNqUz@oC|AaN|@aLf@oGLuAxCVr@BvFCh^A~BAzAa@lCwCnJaLrC}@vHc@fCy@fBQpI?fBe@jIyEnEiBbPcE`Ed@dAv@bClEjChCjBdCn@pCtAnEaEtNy@xC
43,13,17,Jalisco-Guadalajara+Nayarit-Tepic,"(20.6737883, -103.3704326)","(21.5009705, -104.9486637)",208722,ezd}B~p|uRoCBDxEH|LApj@Mdc@q@hEz@jk@}Cxz@wWzqByRn|AoHvQuNpRa`@ni@mVzWm|@pt@ks@|k@_NdYmI`d@aRxcAcUxoAoQ|l@yIzdAqGf`AlKpx@`CnOt@xX_Ebe@xDv^wRvmAmIbUsFrDcNhIwDnIgNfLsb@rYqRlVgTfr@oi@r~AqTxh@ma@lnAkQbv@wXd`Ai_@lcAaVdp@i[v~Ao{@ngFaB~dAHbt@_Bpl@yT`tAwW`v@{e@vmAuJ~TcTnXa|@leA{o@by@gk@teBgTvj@wGxYwAt\}Bh^eUhj@yUxn@sFbWiV~hAmb@vl@oOxUaLnYcUjw@{Jvb@kUvc@g`@nx@uZt}@mTpq@gWlo@mWz]cPbT{GdPfFxg@tT~qAkArNiPvOgcAvt@ekAzkA}X`c@s`@r~A}ZzdB}Otp@cQz[_m@tiAgNrWoKh]iDnN}GhGyWbHiRpG{OjLeWdW}YhSoYpYk[fQmJjOkBjJiM|g@ga@dl@yDdr@cQna@_Nt_@cZn[kRta@GbLvChIhD~T`A|]Yhb@{EdRsKpS{A`TeThPjA`U`AvMlJlHfAzJaGbGcBvHqE`K}NHiCjJzBbDfOvBxHjJb^~ChKKzNtAhR|RfDhFfClL{JzRiNjD_HtIaHzAeJ_HeJ~BkKlNwKtHk@~MkEpIoLdIgElEqMgAqKfL_DxKdAvNwRdHwFzDg@vVbBhOvFjI}@jEqFtBcOlHoEj^oW~`A_HtwBaE|kAeHnt@cWp`CiP~fBaCxlBkBbcAn@vLpGxQnUpd@dHfY~BbT{ItWsLhO_KjUuTrd@gNfMs\``@{Qff@_MrH{iA`ViOpG{GjHg\pc@}u@rgAcx@|pA_|@vc@w`@rQ{f@hMedAlWqWzXeTb\aZxb@uXnRat@zg@wk@d`B_gAdoCsJvVyBrSYxTkExUqRfb@oa@xd@}u@zuAek@zgA}Qfa@sMdO_~@|i@il@je@ohA`Ycs@xNmo@hV}lApz@kN`KeVrGq\zF_ZfRi]`_@_U~f@aIdN{HfDcd@EwVdKyQpM}WdIgXfKyZxZul@b[y{AfcA_xApeA{dAvjAip@rjAs\|m@wg@~u@anAf`Bm}@bwA_kBl_Dq`BtaBcv@|v@cSbZgg@x{@kXz{@sWteAkEd\lSlyAdLpl@jBhJ_AtP_Shs@iJjXmP`Xwc@~d@_g@fa@sTnPcSdA_LpDeXxQeW~RcFf^uBzNwHvImp@pT_^jGka@vD{EvJfBvOdNf^pWfr@xAxCfQ_A~PwLjH}FpEa@tBtC
44,13,0,Jalisco-Guadalajara+Aguascalientes-Aguascalientes,"(20.6737883, -103.3704326)","(21.885731, -102.326319)",227671,qyd}Bdp|uREoItGChJMjLCzFb@bARtUps@tHjR`IxR@zAhCdAnAeBMcApZor@jYeq@jb@q`AvWsl@rQe`@~KqNlb@ug@rQyZrL{VpBob@dBgJAeKt@ck@oKee@{Nyg@qCcMIyI|B{MhFsOfUys@xU{t@pE}V~IshApEwz@vAw\k@yR}Hi_AgLy{AiCujAV{P~DuI`Tk_@|IiQpByOrGaw@|Q}o@tc@}tApHiW`@mJiBqMgMmn@sOoe@sFsRSaJjAcf@m@q]oA}p@cFcOkQc[}BiDgDqAkGoBqBqCoDiIkVsHun@uTiR{GcIgF_PwTq_@wi@wi@ow@a`@qm@_y@ccBoM_]wOsp@mFkUyGsPisA}kBobAivAaKyO_J_Ys\slAyn@uzB{d@wjAo\}x@qQu[kXsb@q_@ql@gPqYaLw\}l@wcBsWcp@cS}m@qZymA}HuXiLwTwn@mbAqf@yv@{Y}d@eY_a@mKmJ}t@wi@is@}h@ccCmdBy\ePuVeJ{VgJma@uQaSmRiM}Ouq@{z@y|@_hAiXca@u\gs@}l@_pAe~@anBoh@ihA_JmZ{MsSuGiL{f@geAmNwViw@so@_sAeeAaq@yh@_L}Iu\}[ih@wm@cwBigCybA_lAap@gv@onCg|Cuo@qs@aa@yf@}`AyqAwsAyeB{aCmrCgo@qu@em@ko@sjCemC{bEagEs{Aq}AwUgVeQcVyNq`@aKs\sYo`AsWi{@em@cpBsSie@}Tcd@yVi`@wRwVck@{q@ucCc{BgXiUqWaK{x@qWud@oOoXsPiu@sj@ggC{kBmRyRsDcFk@iEe@wLV_aAtBgSyB{G}GgD_S[mZYi}@eCm_AaCiY_@ub@wB{y@{LsfAuOyaAuVsp@mSwo@eVec@cQwc@wWe~@uk@yw@ka@oc@aTsVkJqo@mBae@cAib@uHu_AaWePIsEzA{GpFeIzOcMnNwfCjqCugChsCyLjIed@xPwbAd^exBvv@eQbDsi@~Aqc@xA{yAtDc{ARqx@HkqAtDidBlEu_AyFms@_E_KdCw`A|e@asA|p@iQhGcRuAy`AiQitAyVszBea@cWsE_Hd@}JpBcI_AmGqAcNCiaA\wu@\{_@Fua@Csn@lA_jAvKcgAdK_nCxVgbBvOkpDx\WHGZMtHcBdAmCn@QtBiD~JgGlOrAxKtF`\aAdQaA|XsAdIyFlFeMbBa_@nDsTtAxAtFi@xByFrAuGbFeG`J}Cv@{RcDsFaA[hB[zAS|AwCQmFKm@AmIsB{BUsAjCmC`JjBx@bA\
45,13,10,Jalisco-Guadalajara+Guanajuato-Guanajuato,"(20.6737883, -103.3704326)","(21.0251069, -101.2753897)",278703,qyd}Bdp|uREoItGChJMjLCzFb@bARtUps@vRdf@@zAhCdAr\yw@v|@wrBvWsl@rQe`@~KqNlb@ug@rQyZrL{VpBob@bBmVt@ck@oKee@{Nyg@{C}WfJo^fUys@xU{t@pE}VpPkdCvAw\k@yR}Hi_AgLy{AiCujAV{P~DuI`Tk_@|IiQpByOrGaw@|Q}o@tc@}tApHiW`@mJiBqMgMmn@sOoe@sFsRSaJjAcf@m@q]oA}p@cFcOkQc[eH{F}JaGoDiIkVsHun@uTm\cOqp@o_AyjAafB_y@ccBoM_]wOsp@gO_g@isA}kBobAivAaKyO_J_Ys\slAyn@uzB{d@wjAo\}x@qQu[kXsb@q_@ql@gPqYaLw\}l@wcBsWcp@cS}m@qZymA}HuXiLwTwn@mbAqf@yv@{Y}d@eY_a@mKmJ}t@wi@is@}h@ccCmdBot@k[iy@}\ka@kc@uq@{z@y|@_hAiXca@u\gs@}l@_pAe~@anBoh@ihA_JmZqV}`@iv@_}Aiw@so@_sAeeAaq@yh@ui@{f@ih@wm@cwBigCybA_lAap@gv@onCg|CwqAk{A}`AyqAwsAyeB{aCmrCm}A}eBsjCemC{bEagEs{Aq}AwUgVeQcV{Ze~@gr@y|Bem@cpBqi@mjAqj@ax@ck@{q@ucCc{BgXiUqWaK{x@qWud@oOoXsPiu@sj@ggC{kBmRyR_FmL_@_`Bb@uxMgjByvPeQ__BsFyb@sIk[cZefA|@{JiBoPjBcOlFsNbX__@`~@{lA|sAyhBpNmRpNmTpQab@jWgn@pWmn@pl@uvAjGeMjUuUbr@in@z_Ayz@n}BetBnfCo}BlfH_jIxw@}`ArUy[beAmxAhsAejBroCocEvKiQpGgR~VsbArYyiA`D}Ob@uSOydBzEg\~Nio@lPijAj[uwBfkBe~EnVu\~DoLj@wNbAmH`Ruj@Z}yA_@aXuCoL_GuPaUkk@om@ekAlpC}tDdzBexCftAskBxwAofCtsB}oD`l@ucAjRk\~AsLgD{JEeQlBgz@`Diq@lFyEhIqAnYoDxOlAiAvCgCwHqx@c}FoO_u@qF{XI{Or@qd@kA{LwWwaA}HyZoDm_@kPoe@mBk^D}^wJkYeWwd@aKuZyJiZsJeIe]sUeGkLaAcEaVv@i]gBqJoTkL{\_CwQCmEmHcK}Di@uSvD_PdDwCmC{@sMqCqLuBc@uBrAoEh@iBl@qKwAgFwFG_@]JmB]kAmCiOqD_AeB]AuHvOoAfGx@~EtH`L`ArF_EtCyKnA_EnAsGxEi@jC
46,13,15,Jalisco-Guadalajara+Michoacán de Ocampo-Morelia,"(20.6737883, -103.3704326)","(19.7036519, -101.2411434)",298727,qyd}Bdp|uREoItGChJMjLCzFb@bARtUps@xR`i@hCdAr\yw@v|@wrBjw@k}A`u@ocArL{VpBob@xCqbAoKee@wSw`An`@isAj\ylApPkdCj@qp@}Hi_AgLy{AiCujAvEq[`Tk_@nMcb@rGaw@|Q}o@tc@}tArIwb@iBqMgMmn@uJo[jBcVbi@{aBpnAagBfhAyjAlfBstBd`@yqBb\_~AnScb@fiA}`Bj~@srB~Vmv@hOqy@~c@wk@zSk_@lSuq@|a@_r@rgAoi@pt@wc@jI{LjJ_m@bWo_AxYml@buA{_C`m@o{BzMwn@o@e{AkAumAjXo~Br`@}wBta@u_BpXui@xU{n@``@q|Aj`A}|@x]__@pY{k@~l@mmAhf@ieA|Gue@zf@{fEpEaVvRcZdjBkzB|Wma@~Swu@tiAs`Exw@cqApHu{@nCghBd@gaFbEqw@hiAkpAxlAkwAhs@{cArzBooDl`Bk`ClrA_~AdIeU]i~@rD_]to@sy@`mAcrAx`A{hA`PiTdDeSaCuu@hIyn@rG_^xg@qXxMcc@d]gWhHqi@nCqb@rY}vC~^ikFl@s`HvC{xBpTmxB~WinBfi@{yAzlA}aDbyBagDxhBuhCxgAwxAlU_c@rLe`@fo@}hBjM{\jI{k@zGea@|Tae@pQ}]|QwRvoAqc@na@yRvO{`@x`@onArq@{_Ale@{u@xb@ce@pfAa`Aln@}s@lLcVdIqg@~\{}BpAqc@{Xw`BNib@~X}|@rEeeBzv@chBd_AqkCxXgz@dAsUiPufAx@ebAfHcoAhWwfAdLmcAjNmf@dUiv@C}d@{@}s@lEyVfn@ylBhq@_mBhc@ulAdk@gaAxbEweFly@w_AxEqX_F{PiLe]sC_c@r@i`@fS_uA`Isg@zRkd@bYcs@gVyxBqKipAYgc@p@e_AjU_aBqCqtAhP_sBb_@i_AfPsn@}KwcDsJib@y[k{@ua@qkCiF{{AiM}Qeb@{VmNuLwNq^{Ncj@b@ijBvCs[px@osC|\srAhb@}x@xGuZ|C_|@l@{UgGwg@k\yvAuU_cAuQikBcGui@qJoSda@bJ|KpJhNl@bQ{HdV_QpNcHxJaPnOqP~PlFbVzOfcAzTzm@xPjRzTdPb`@hLtS|a@bOz[rKvq@tFdb@l@rc@wEtcAyRzgBm_@lk@wFr`@xFjZnThc@jb@`oBzy@dTzN|LbTdw@lE|TdObIhPeQf{@sLfnBu@~c@nMvLrk@t]n_Apm@pQlo@pPUbIqBRaDuC~AkMjEkHcBuCqK_A}FbId@tA?
47,13,8,Jalisco-Guadalajara+Colima-Colima,"(20.6737883, -103.3704326)","(19.2400444, -103.7636272)",198254,ezd}B~p|uRoCBDxEH|LApj@Mdc@_A~ALhBxC\tw@~c@r_Bz~@hwC|cB``GxhDvnCp}AteAjm@pMnHvAz@`KtDjYlEzX~DfUdDdKlElf@|Utq@l\bJpErKlCljAzKjo@bGzIpAfFfCpAx@la@nXhhBlmAbpBbsAhn@pPbGrCpJvIjCdIkEbYQnDdBjNlGjb@bFz[xJtl@bDfDfElAlEGvb@{GzEZtCxCfBfDnHdCrp@hLd\xFrNLpO_DlP_@bEoBtEyFpGsIpEcBlFf@fCvBpAfFFhIf@|b@zCja@dAjG`C`FrUrXhHlCb}@^rmAIziAg@n`AwTl~Cct@fcLalCboAmZzqEocA|z@qVrFoCfb@i^z]aZf_@wP`|Aaq@nHo@zQnBbmA|OnlBvVpnDde@x{NbmBz_CzZn^jEbg@cCjpHsf@joCqSz~AgJ|E{@pH_Ftd@_f@hHeCvGUhj@HzFE|EcAhFmEpF_KlBkCdEgC|QaEhUoK`OKvJu@jMiGhMuHtF{AtGFtHjEdDbCvBz@dFRl\uFjIwDvJ{MnFcHbGeDxoA{^bTeGjJLxHzDpJzInMnK|H|D~PnDv_AzHrv@vGvJlCbI`ErIvErs@|^bj@|Q`z@jWpTnD`ONlT_CzyAuc@`eAs[xj@mQto@{RfaAyYbb@{Mly@kZnjAkc@nO{D|SiDf]wAzP]fLiC`x@mc@xRiNtVwTzG}EpHkCxj@yN`}@gUr`Ckm@rnCur@vw@kS`r@uQvNkBtJFtIlAno@`NzsApK~]~Dpa@bGhmA~Yx`ArU~q@hUz`@nSpM~IhIvDnZhS~^rPtPzFtc@nIrSdD|JnBlKtFnp@zd@jQzM`RdNhVzUzQ|QhCdBxa@bMlMjDpEdC`DpE~Hb[bBjIhDld@pB`JbPxR~SlRpOjJxPxO|JdPrLxMhIdFvFrGvO`Xrd@dw@`J|ItKfHlr@pd@zShN|NbG`q@lRvg@|M|pBjXpJfBdGtCfGvGbk@`fApVtd@pHxFrWxEbS|ChKlBhErBbGrHfLnWvTtg@|Xjn@~Kli@`SlfAxErSrEzMvUnq@xHpTzE~Iv`@d`@lGdHzJdPxWbd@tHvGnq@t`@vGjK~GnPrJrUdF~GjHlEhLnCbZpJ|JzIv`@hl@rEvFzK`Hb\hQxvAlv@jV`Od^hWrg@z_@fAxEb@nRDlIs@dE}H`MaAbFLnOiBpWlAbHzHlGi@bCmK|RwVhd@qQh\iDfGcH~HiF|BkI`Aq_@yA_m@_DqBGMT|HfUzAdEn@bDmFbBiCdAnAjD
48,13,23,Jalisco-Guadalajara+San Luis Potosí-San Luis Potosí,"(20.6737883, -103.3704326)","(22.1127046, -101.0261095)",329307,qyd}Bdp|uREoItGChJMjLCzFb@bARtUps@xR`i@hCdAr\yw@v|@wrBjw@k}A`u@ocArL{VpBob@xCqbAg`@}fBn`@isAj\ylApPkdCj@qp@}Hi_AgLy{AiCujAvEq[`Tk_@nMcb@rGaw@|Q}o@tc@}tArIwb@iBqMgMmn@{WedA\udAoA}p@cFcOqZ_c@}JaGoDiIkVsHun@uTm\cOqp@o_AyjAafB_y@ccBg^snAgO_g@isA}kBobAivAaVyi@s\slAyn@uzB{d@wjAao@suAkXsb@q_@ql@i]iw@uyAycEqZymAgVmn@ivAgzB{Y}d@se@ml@giBusAccCmdBynBiy@atAg_By|@_hA_v@kuAclBa_Eoh@ihA_JmZqV}`@iv@_}Aiw@so@_sAeeAaq@yh@_sAsuA}zDitEap@gv@onCg|CusCenDsvEgyFaiFctF{bEagEs{Aq}A}g@km@{Ze~@gr@y|Bem@cpBqi@mjAuvA}jBucCc{Byp@ka@{x@qWe~@ca@iu@sj@ggC{kBmYg`@_@_`Bb@uxMgjByvPeQ__BgQe_Ask@ytBop@mcCeKcmBmEez@u@qHaKj@eBDqIsEon@{a@uc@se@oa@yMo\uGk]_IsRye@wR_XiOvBqDeLgJ}y@T}TyJ{]l@kq@aR}h@uAgrAf\cdA|SkDc@{Eso@exAuv@u_A{vFqlGidBwkBsm@qd@q}@qp@ak@ck@gwAqvBif@ieAoZs`AcNy[wTqTut@on@a}@cv@_nAeeAkrAapAku@{~@mhBo{ByfB}dCqbBa{AabFqxEc{Du|Ci{BseBq}Fi}DueBqzAwxBwtB_p@km@wmA_u@ayAy{@wcC_rBsoBiaBwaDaiBifBe_A_|Auw@ohAol@wUoNwe@ea@aa@ao@cC_YbE{d@kBoVqPa[um@}_Amo@cbAi~@cwAilAkjBkqCmjEymB_yCkgCo|DchD{gFomB_jAkv@ei@kRe]z@mc@c@uGdAoJ|FiIgA}NbAiGvHZ~EgH~GHoAiKwFqVxA_Kf@{\wSmCkTxSkNfPaEuArGg^aGiMcI}DaEyIaJeJlCqOvKuc@rLu^}LsEzF}PcAkR_NuTgDaOmI_HeOqI{LiVaQiJoCyQiLw]}JuEmMhAcHsNz@{JbHaTuDcIeZiYkIaQcEoF{M|C{Jw^`]ub@~JiNkGsOuJ{Na\z@qf@qH}DyHfEuI~E{HkKcUqHuPnOjA|K~PzGlDdBgEe@}DjK}GdNaNbEmE~KkH~CaMzDiI~B`BvDTnIlEd@kD
49,14,6,México-Toluca+Ciudad de México-Mexico City,"(19.294109, -99.666233)","(19.39068, -99.2836971)",49178,ekwtBx~h_RlE?fGYfASxHMhJIb@@?iB?gFEoFJiFOcE[sKIwGAePM_QAwGUoM?qJHaQCqJCyDc@yGCkCF}L@oHFkEFm@HuCDaHJgGDyGB_Bv@_IJaG?kIJuR`@of@F{RRkT?oDp@}t@j@aq@AoALyJ^gf@x@kq@n@qz@\il@HiKb@}o@x@ubAVa[?cDHiC\{CrAkHj@aD~@{ChAkDhAkFbG_]~AiIdCcN^wB~DeTx@iHDaD]sG[_Fm@gKoBc[}@yM[mG}@}La@iDo@oKm@_NCsCFiDR_E\iIH_BCyBWmI_AoPgAcUaAaRs@yKiAeRm@kM[aL{@mKy@yHo@eFe@yDu@cGwDw[}Gkj@iBeOoAkHgAeEmBoH_BuGi@{Dw@uCk@qAqCqEm@sA]kAm@sCQuB@kENqKK_Dm@gDm@sBuEyNwB_GuBcEwDeHiAgDo@_Ea@gH[mHe@{Eu@{Es@{DUmCM}CJ{GJgIGwC]eEm@mDkAsFy@iEi@cID}Fj@yLBoCSiGGkAo@eGsAaMiBuQo@qI}Ak^SyFA_CUoFi@yCk@qDc@wFi@mLm@mMQsFBgBLgAd@oBn@mBrIwVdCiH~@oFbBaMd@oFX{FViDX{AjAyDhByFp@yCFw@@{@M{Bc@mBoAoByB{BkCsBoAs@eBi@eBk@mCi@{NiCgEo@wBe@eAa@oB{@kCgBmFwD}EaEmKsMkBeBkBkAaBu@cGgBwDkAsAm@_DyAiDmAmNwC{CcAcBmAm@m@gAyAqAoCOk@W_BAyAJsC\wAz@sB`JsNbCwDzCmE~AyCtAyEJaCCaBSuAe@oAoAgCcAqAoBaCyA}AKCiEmE_BmAeCiAaEoA}MgEmHmDsFoCuBu@aFoAWYUKwAg@aBg@}B_AiAm@aAc@aAY_Ag@GMKMmByA_DwB_BkAqBaByB{AgCgAcAQeIu@eEe@oCMsB_@{Am@mBwAuAoBmAeDe@{@m@q@s@c@cAWs@IkHg@aBYgKgC{B_@q@[gD}@gAq@y@eAe@yAKs@MoBC}D_@aDkDwUkB{Li@qBe@gAyAyBmLuKeCyBiCiCOWeAcAwByA[t@IBcBFcDNONgHwCwAk@yAg@oB}@GUEIMYYk@_@}@Sq@oCwF]o@eAyAQQ_@C}@Nc@LiB^m@DeAAaAGs@@m@Nm@\a@XUSYSm@]u@YaB_@mB[w@UaFuBaGoCoEUeHi@cEQcGIcGEgEHoEDkAD[@i@\EDELmOcDyOmDkCk@gBo@m@Oy@C[Au@GeGZUtA}BYu@CaEMe@@{A`@
