,from,to,filename,start_location,end_location,distance,polyline
30,9,31,Durango-Durango+Zacatecas-Zacatecas,"(24.0226943, -104.6827442)","(22.7636322, -102.606128)",293459,g{rqCxz|}RtLv@fFpBrIiEzGxBO}ORc@~GcOzGmX`YieAfHmTn]}c@}@kN|GgIxIeG`ImYxMej@dt@iyCp]asApCqZrUop@xTe\`e@u_@n@}@yCsIiG}MmPciAqg@ek@aoA{t@ug@ie@ea@mg@}h@{]il@{`@wEgMuCyH`@aPjG_nAlBkZdL{^pN{e@rAo_@hGotClGwkCpBmeAiCqk@{J{oBg@sWrCoRpUs]nkBgzA`~CucCjcBo{@nhA_Rfj@yHhYtA|cAfDbj@[lt@{NdL}DrGiJlD}Y|Rua@bb@{n@xS}\vD{TvEwq@zH_d@f[e_BlRil@lJ}^|c@g[~Gog@bBwb@rG_y@dwAgpBnGkYhH_aC|Ggf@|l@wnBzf@o_BphAk`BllDk}EzhCcpD~`B{|B`O}WtByP|CmsAtEknBjCit@bNyd@wCkj@lKmn@s]_hBid@mwBy[i}AoLccBsWw~Eia@_mBvr@ueBn^ep@zYe_@jPs[vIyIpOsDhH{Os@iQkJsc@{B}IvNyZlBuRkEyQsAgj@mFwURkLvIgP|Fib@lHgm@rGkPty@eoAtiCg|DzaF_tHlr@ceAfg@{{@fNqb@oFyb@aMghAmDyo@lE{R~M}UvWae@fRy^fAqOoBsPsJax@zLcm@q@oPeP{JkMmM}Ras@mHeY\_e@pCyhA`NwnFzLy|EzCsmAjFgu@xUcm@xJk_@cGij@aAiYbHsq@`W__A|fAkqDxfAuqDhgCmrIzkA}xDnwAgn@v`@ePnMoKfQ_Fd_@eKbIiOzLw{@eV_aBfByRxZmy@vSomDbK{eB~D_r@dFqUrJc]bOei@rpBuhB|a@k]z`@wIv`@eIzY{Oxa@a[pg@cr@|h@ws@t[kb@fS_Krm@_PtSsQfJ}W~S_Y`gBwoBdkB_tBb_BmeBzyAqr@fwEawBxz@e`@jJoM`QuZfQcM~eBafAlwAw{@vpAml@|FqGjK}Ln[sRjv@id@xhB{gA`fCm|AnHwGvLwZ~o@ciB`hBgaFll@iaBxNa^jP{InqC_{@zfCww@ty@yWjhAqXdzBg^n|A_Xxa@}P~cBs{@lr@i[rqAuo@lh@_c@|k@aRb}A}s@zbBkt@~T{JtG_JxRis@df@y]hv@gFnf@wa@p^kYbhAut@jNc[JwpAxKyTx~A{SnhAiOhh@m]rhBu{AfkK}cD`_Cct@dw@iU`]gBt^qC~X_AlMqD`PnCvSjEvSwC|d@qJv_@rInJ[`LcHlIuOxKqm@dBwG|GkC|^gSvBaOlGsAvCcEoDaF
31,9,17,Durango-Durango+Nayarit-Tepic,"(24.0226943, -104.6827442)","(21.5009705, -104.9486637)",458958,g{rqCxz|}R|ShDnKb@yA`f@|m@hMtgAxv@zd@dn@aM`bA{Zba@mx@fIZtQhXjr@zHdxAwNpyA|T`tAtEvmAo^xlAuBtoBh`A`cCdc@x{A`nBzgHnIt_AaXde@wp@``A^`vAn[voA~[jnBfl@~oB`\|f@[fy@zAnjArb@fwAeXrrB|x@zbA`v@foD|d@pfBfRvvBjy@fkAxnAt~@xoEjbCzk@n|CnOdmDbxAhcEpp@hnClj@r|Ad|@|fAl_CllA~cBrfBh}@~Bvh@fGlTf\x_@drAtNnmAtuAhgCbAb`CueAflBr[lrA~{@rw@dy@h^~f@ty@l|@~zCyJdgCpBl^t_@fr@nn@fX~Hjq@sX`r@kCz~@dv@b|Bh{ApwA~i@wEt^vfAvf@v|@pu@`Qnn@re@tQwYf_@s^do@d@df@|{ArQdbBn]j|@~c@jKpPx|@mu@rgA|LtpA``@~r@vSph@fPx^tq@vL`bA`\dXly@df@kJnTf\h[zFvc@zVfR`d@lZrrA~dAhRhq@o@n\bAvShu@~@v[hw@lVp~@hh@ol@|l@}@zTt]vRp`@r]pExv@ngA~h@va@va@rm@fN|kBtwBfm@vXp`@uTxd@QhN}^bj@zb@|Op^qWvn@rg@z_@zFxm@ro@lW~@pjAhCvs@vR|RpXqb@lWlBvQp`@gBl|@lVlpAbsAv\jeAoI~k@|b@vYd@]jZiFtn@hQvd@`w@pf@de@jL`]br@~aAzoAtrAxjA~qApdBdz@|}AbkDr_Bn~BdaCx|@hlDpx@|lCnu@dmD`yAdnAfi@xdAbnAnpCl]_Ph|BkfGlr@egBtiAcmAn_FqxFjmGozIptAu`ClcBe~FlkDktGluGyxHplCeaClt@qRpjAwhAdfC}aCnbEklEjnCwlCzfE{vAtpA{iAdjBcdDnwBkvDvxB_pApfHcyCjnC{gArvAuK`mIS`yE_x@zdCcmBxUqhArTobCrqAgtBhwD}oGjlFmyH`iAyyAwFu\gEhP|JxV`GyQhqIq}DlvFo|CxuNsmGzwCqu@dlBw|@djBgqA~mB{eAjiByk@pkC_`@~pCcl@dfCs{@rrCezDh}AovBveCyfBp}GezEzbBwkAxxCcbAnkBo`At|@ws@n}@aSxtAfNdnAuPhmEc|@~sEw_AdiEw~@jxDzAj{Cg@tdC{e@dsG}|BflAmr@h_@eLDiq@di@cCt`@yRtjByNdkByy@fhDysAh{Bqt@hyAaoCz_Bi~B~e@wWd^yx@xz@el@~ClAhP`n@tVnp@`S`El[}SjJbA
32,9,24,Durango-Durango+Sinaloa-Culiacán,"(24.0226943, -104.6827442)","(24.8049008, -107.493354)",466337,g{rqCxz|}R|ShDnKb@yA`f@|m@hMtgAxv@zd@dn@aM`bA{Zba@mx@fIiJdHdKnHhXjr@zHdxAwNpyA|T`tAtEvmAo^xlAuBtoBh`A`cCdc@x{AxeAhyCfg@pmCnIt_AaXde@wp@``A^`vAn[voA~[jnBfl@~oB`\|f@[fy@zAnjArb@fwAeXrrBrOz`@hh@~`@xZlmAfZx`B|d@pfBfRvvBjy@fkAxnAt~@xoEjbCv`@z`BbJrz@nOdmDbxAhcEpp@hnClj@r|Ad|@|fAl_CllAjg@no@r{@bv@h}@~Bvh@fGlTf\x_@drAtNnmAtuAhgCbAb`CueAflBr[lrA~{@rw@dy@h^~f@ty@l|@~zCyJdgCpBl^t_@fr@nn@fX~Hjq@sX`r@kNd]~It`@zVb{@h^~_Ah{ApwA~i@wEt^vfAvf@v|@pu@`Qnn@re@tQwYf_@s^do@d@df@|{ArQdbBn]j|@~c@jKpPx|@ub@hb@wQhd@|LtpA``@~r@vSph@fPx^tq@vL`bA`\tPvNnFti@df@kJnTf\h[zFvc@zVfR`d@zOpv@pI`[~dAhRhq@o@tQaJxIdLvShu@~@v[hw@lVp~@hh@wHzWwb@`T}@zTt]vRp`@r]kCpR|Ifc@ngA~h@jUrCjKb]rm@fN|kBtwBfm@vXp`@uTxd@QhN}^bj@zb@|Op^qWvn@rg@z_@tL`MyDv_@dStPl[vEnEda@oCjh@aH`XjLtZvR|RpXqb@lWlBvQp`@gBl|@hZvi@{Bte@bsAv\jeAoIlUfGpUtZvYd@]jZiFtn@hQvd@`w@pf@de@jL`]br@~aAzoAzSh`@x}@ni@~qApdBdz@|}AbkDr_Bn~BdaChl@b_BnOdlApx@|lCnu@dmD`yAdnAfi@xdAtoAxiDyk@h|Amj@xmF{`AtmCoq@xeAioBbrByvBvjBu|@by@{m@dsA_pAzyBuOpoC_p@rx@sWfpAuK~wAdMlgAyhCboCqyG`mHuqBpkB_tBfxAqbG~kC_`Df|Dk|DfwDav@~kE{}FvgE}dJtvG}gDr_Cq}CjiB_uI~cBcvBpoAic@|t@gdCdwF_v@jiB{{@vl@_oDvcB}}Dr|A_dQdbIa`Fd{Ba`EphCqiLjoHgkOzeLexQ~zJmsRxbMgzCdjCmxBh}B}pGzzGokGl}Fm|IrmHa`Oz}KoxM~~IqtGvlEucBlkC}p@gGaoDyHmxBrSzIw[OufCEouAoWm_A?cXuXoCi\_WyHs{@`[qgBtJy_@rIe\vUmb@|VvGpNvm@jUrHdIgD
33,10,23,Guanajuato-Guanajuato+San Luis Potosí-San Luis Potosí,"(21.0251069, -101.2753897)","(22.1127046, -101.0261095)",192408,ooi_C~hciRv@}ClGyEbSqDxCiCjFbAlGn@fCYfEw@jGZrH_A|Aw@~D}CtEuFzACbBlKlFvJjD|D|Et@pG~EbG`J\xIoB|EdD~GrE@`D`Aj@vEdCzGrEA`DZ|BzDxEaBlTDbYFfFl@`J~FtQbRnY|PhGbKjGvT~Phc@zR|]nF~MbAnSKta@hAvKlK|YvGrXfElb@pJhXnTv}@o@ro@fBnV|EpSbGzZm@~CuFjHUjJwCnPwCdLsN|e@_FzWaGvLiKdGsLvCgYfH_PlEqF|EeBlHMpPErNoAnOuE`JgH~EwH|A{QI{e@qBuFyEgJaNmDyE{HkFwJwAyHb@mExAuIfHyDzJkA~BoCh@sDrCqAjBoLC_[wBuMw@kWX{`A`DiOj@}QaAob@gGir@{J_QoK}M_A}Mw@iG_EyB}RoDeFw^kLyIoFuF^sJxEmN_BmPcBkFtBiFbGyK`E{MrKuErBuJ`@qB_@cDkDyAcMmCoJmLqCqVuDcZsGcr@wYgZoL_c@uHgUaDwG\gYfDgi@pFo[|@kL@kEaB}Gk@kPXoFyAoKwJuXqYeX{Wc]eMgt@cWwd@i]gqA_cAs^{\aQaSmi@ke@wdAy|@gyA_iAaa@i[gLsNez@soAsP}JsJ}A{RoCex@}KqlB}W{w@}KmKuDeM{I}YmQw_@hBum@qD{]aCwNeDacBkc@m_EydAoyGaeBs_Bwa@}~@sW}C}F{@{MoEkf@cXil@mT{[eTuXw]_OcLcGwP{SwKiNuEeM_WwuAoS_gAyVwn@{IoN_L{Hy_@kZ{O_c@cIqH}SmMsgAsq@sVmO_]yOud@y]gVcOsW{MqV_De\`GwYfF}KgB{JcJiK}KkUyP_SiIkTgH_vAobAgNmFmr@}OwiBy}@ulEa{By{M__H}|DcqBuwB_hAay@ab@sg@_TwgAic@at@uYo}Bw}@kR}I{MaOwK}\gGqVkPko@qRwx@uFuReFkEs_AqQqKuEgoAyaAooC_xB}_HepFujEoiDehBiwA_E}AmEn@{|@ra@mnGlrCwaCveAiyH~iDkhA|g@mKnLuc@nu@q]xl@ah@b{@oDtC]yAzBCn`@n[ta@dOjI`Qjj@`_BxOjWvMlQjAbGiCrNgDlKaHnTyi@`cBuWhy@eFpw@}AnH@hHdEpJqCpKgRd_@i\vo@a`@ny@}Afa@_A`IwIdJkBhAXbBhBAnPtAdLfQ~CjD~BK~AcBIkBUeElKyGvJiL`Bg@rE}EnFkBhDsETuGvBmDbA{DdCgBxAEp@fBlCNZf@lFxAhBbBV}D
34,10,15,Guanajuato-Guanajuato+Michoacán de Ocampo-Morelia,"(21.0251069, -101.2753897)","(19.7036519, -101.2411434)",181659,ooi_C~hciRv@}ClGyEbSqDxCiCxNrBnIqA~Pc@|GuEtEuFzACpIdWjD|D|Et@tO`Q\xIoB|EdD~GrE@`D`Aj@vEdCzGrEA`DZ|BzDhCv@zBdGdDdUrHlIxHjNzA|EpI`HfQlPPzKtBzGtLvIY~JxXpUpOpNxSzHfGl@h_@iFzc@dGbKjS{D`I|CdAfEoBhIv@vGpGxDaKlQeEpWzCxWvZnQhNtGxLp_@~Njo@zQpKhGZtCu@~EzClMxVbOdyCtk@z^dIj^`@|DqHdAkG`PmTny@ahA`f@eb@nN_LpRqG|MaEb_@oWxUcL`VkGxMkBbPbBf~AdSnt@hKv`C~ZpzAtg@po@nRlSuBzl@rG`t@~JjZ|EkBjDmAoAlBsM~SamAtGa^nS_g@tu@g~Al\un@~n@yb@nlAiw@vJiIbHyMzMs]ve@_pAnj@gzAz\cx@`TuZl_AgsAzmAafBblCibF~Si`@pOwLpN_E|r@oPx\gIjrAc[r]qIdMiAtOh@dTzB|\~Df^l@pa@oE`g@_Glh@qM`XcE`VhAtmApIv_Bt[fMPtS}El]oSv`A_a@pw@aYnjAN|x@xHb_A`Mt{@`Rr`@jElbBfIdp@b@xZdHjXrHrVbB|rAzKvi@|GrbAjKfe@~AxlAz@nwAx@l`@hEb~@~RfaBr_@rk@d`@rVjOdP|Ftk@xR`x@`X`hAd_@t[hV~oAjpAhq@lq@rJrEbJh@|w@mGbKoFvHcJpt@edAvPmOlMkCthAoCr]{G`~@ib@jNqGjHcItDmKlIyy@dHoUl]m^~NcM`JuCpLNlh@rL`g@~K~_@LtfBkI~[lAn[tE`YhBfn@sWpm@wYdbAul@hp@u]hQ}BfWKj_AYrzCiE|q@Oh^fBjqAnHtvAbIv]lBpZfC~JdD|VfP`_@`Wln@lb@~t@rf@zMtDrK\dgB_U~dAgNvkCi]faAuK~LmAjPpAjKqAbPuGdd@zJpKpJrJbAdMiAlFyDdM{MbX{KhJ}NfHyMxFyCtEGfIxDbWzP|RjE`p@`Ovm@tPhPdRbQxVh@rJ`AfHhJ~J`FxDfIhAlO|EpLfIpK|A`u@bGda@v@da@oEfl@oJp}@gSb~@{Rhp@wGxa@jFbG~BrMhKdg@bg@zs@zZ`w@j\nS~IlCvDvLbUlWlB~]`BpK|CvFrFtJzLv@zE{H`[mF|XcEnq@kGrbAkAjb@pM|M|YnQbi@r[lf@b\vF~NvDfVpD`I~F`BnGiAhJoCz@uBsCf@}MxEgGcAuDuKm@qDYgBdCRtER|@A
35,10,21,Guanajuato-Guanajuato+Querétaro-Querétaro,"(21.0251069, -101.2753897)","(20.6121228, -100.4802572)",143720,ooi_C~hciRv@}ClGyEnEiApHmA^D`B_@xCiCbAMfDpAlGn@fCYfEw@jGZpDO`Co@tACFs@~D}CbA_BpCuCzACbBlKlFvJjD|D|Et@pG~EbG`J\xIoB|EHrAzCjErE@`BD~@z@j@vEdCzGfAZjC]`DZ|BzDhCv@~AdBZ~Cf@hK|BzHrHlIxHjNP~BhA|ApI`HdIdG`GfHPzKL`CfBxCpFvDbE~C\tCw@hFfGpG`JdInExBfH`HhFnExSzH|Cx@hBKnW}DxFk@~IbArHpBxE~@tB@vDLxAbAbBfFfB~C|A~D_AjC{BtDz@dA`B?fEoBhIv@bEzFrAT~AcGxA}BdIwBfGmAnCB`SvCzDbDdGdJvIlJnQhNtGxLnD~C`Z~Ijo@zQ~IfEp@`AZtCu@~EzClM`DlDvQtIlv@pMvaBb]z^dIhLp@fI?xFOvCeCd@kDBsB`AwC`PmTny@ahAtGaHpK{GfGiEpH}ItGiGxEuCpRqG|MaEb_@oW|EmDzNuF`VkGxMkBbPbBf~AdSnt@hKtlAtNrZ|DlWjEfx@fXha@lNhd@pOfJ|ApGSzJaBvHNbc@bG`t@~JhTrC`EhALhAyB`BmAoAlBsM~SamAtGa^~GaSvBuEvFgLb_@aw@pUef@tNgZzFcLzDiFzFeFjRaMvSqM|g@_]pc@iYvJiIbHyMzMs]ve@_pAnj@gzAxJkXrJcUlEsHhJ}MvHwKz[kd@pb@{m@zmAafBfPcY~ByEbSu_@`V{c@tkAy{B~Si`@nFyF`H}DpN_E|r@oPx\gIjrAc[r]qIdMiA|CAvJj@`JbAbEf@tA|@VvAWdAqCdCaBj@_B]i@sAb@_HXqWLmMjAggB`K}gMV}LxBo[|HoeAbS}pCjMyfBzAke@vHqfCvAge@fCgf@hJ}~AhRscD|Eyt@~Ecd@vN{oAh_@ggDzOqvAzEyaAzTesEpHi{A~Cop@tB{W~Im`@nOop@bHi[fJ_w@hB_LxBuGr^qw@|HoPvI{R^qBJsFw@wJmK_rAuEkq@dCkTxIkk@lOkcA|BuRHud@WubBQovAKai@Qiu@w@sJsCgLkDuJ}Qmf@iw@gtBel@g}A{AsE}BaLcGcj@yJ}~@oYslCyh@a_F{LmlA@mAr@m@jBt@tAnCSlAm@f@uHa@uR}AsH~A_VdNuF~ByVlFi`@nLeMhD}Fx@sSxBuWjBeRrDeGWs@q@EWy@aHSyGTm@q@yBwBcHi@aIWmCiAeCYoGu@eAuAYi@Dc@}BUqAe@gC_NfBuBZ
36,10,13,Guanajuato-Guanajuato+Jalisco-Guadalajara,"(21.0251069, -101.2753897)","(20.6737883, -103.3704326)",276935,ooi_C~hciRv@}ClGyEbSqDxCiCxNrBnIqA~Pc@|GuEtEuFzACbBlKlFvJjD|D|Et@tO`Q\xIoB|EdD~GrE@`D`Aj@vEdCzGrEA`DZ|BzDxEaBpn@LfFl@`J~FtQbRnY|PhGbKjGvT~Phc@jZ|l@bAnS|@ln@lK|YvGrXfElb@pJhXnTv}@o@ro@fBnV|EpSrMzo@z\lbChV~dBC`MsDxDiO`CeWfFwEpKY~KwBb`A_Avd@hErVmp@rkAadFb{IqmB|iCcl@dt@oHfHkFfM{}@lmA}n@vz@_\vb@uPxT_P|JeCdGnBnIt]~n@`Qn[|Qnf@lJnYx@x_@MlsAaDxNqTpk@uZxw@ae@bnAiu@xpBeOh_@wDpVkKrv@yL`}@mIpl@}S`~@cB`PBdg@N|mAyJ|e@mJ`_@gf@|jBa_AzxAosBxzCudCdiDcgBpxB}dE||Ec}AbfBiqBlhBkpDpbDcwAlrAinAjvC{f@|kAy]bi@{cA`uA}dBf}BoEvHcF|Q}D|^yAgCz@yAtAzAvWf`A|Pjo@~Dr\p]``Dzi@haFnh@dzElJtbA?xd@S`fFa@feG}BpXtD`LxQ`Sza@v[psArbAln@zd@zu@th@vcAb]pb@~MpWhMlz@jv@`pA~jAjW`Wbb@ji@nd@np@tWph@tSzf@j_@fnAb`@bpAbm@ppBxOd^zMpPlm@bn@~kAxmAjeDxhDlrCjuCrnB|wBj~BnnCrhBl`Clu@`cA`r@fw@pmC`zCnwFpxG~m@ft@rh@jg@niB|wAnlAv_A~PlRlKfThb@f}@xH`TpFpP|F|HlM`Uh[tp@p`AnrBxzAr~C~qB|gCdm@fr@bf@pTtRbHbXxJja@rSv|A`fA|p@vf@`_B~kApPdRnO~Up[jg@ljApiBhSl]nHjVn[dpAnWvw@h`@taApr@nqBlqA|sB`aAf_Cfb@juAdTjv@h`@pvAjFvNfOfUvf@hr@nbBt_C|KzQtHlY|Pjt@~Md^nc@l~@`[hn@xf@lt@`aAtvArRdTpw@jYvUhIrPbJtFtIlItDdMpRrMxV~Ar`@jApr@qAnj@pAzKhM``@|Lr_@tIpf@TlQgWvy@yb@`sAgGt`@yFzq@}Pd_@}Sf`@cA~JvAts@|C~u@vPrsBbCh_@w@lUuEx~@uIngAuGp`@yv@xcC@~OhWv~@hHla@uCvu@mBb_@}@hKsGhMqSf^eMrOsf@pn@aXjm@oo@|wA}t@t`BsBdDaF_H}P}`@sJwYaFaTYoAgCj@fAjBC`B?fEmCDmLB{NFeHJ
37,10,0,Guanajuato-Guanajuato+Aguascalientes-Aguascalientes,"(21.0251069, -101.2753897)","(21.885731, -102.326319)",179320,ooi_C~hciRv@}ClGyEnEiApHmA^D`B_@xCiCbAMfDpAlGn@fCYfEw@jGZpDO`Co@tACFs@~D}CbA_BpCuCzACbBlKlFvJjD|D|Et@pG~EbG`J\xIoB|EHrAzCjErE@`BD~@z@j@vEdCzGfAZjC]`DZ|BzDdACrC}AhDk@bOp@`Lj@`Lc@fFl@`J~F~IrKtFnEnY|P`CvCfCjFjGvTjGhSrH~NzR|]nF~MbApJ?|GKta@hAvKlK|YnDdLfBlK|@`OhCjRpJhXlLxf@`G|Uo@ro@b@`NbAlG|EpStJhb@|ApLz\lbChV~dBj@nIo@pBsDxDiO`C_IjAgDd@}GtB}ChEy@fEY~KwBb`A_Avd@r@vFlA~CfAlD?lDkCbGwFbKid@jw@erCp~E{pAp{BkDdGuc@pl@s_@ng@{b@tk@uQbVyJpMsMnNoHfHkFfM{}@lmA}n@vz@_\vb@uPxTyDfDeJtEeApA_ArDVrDvAzCrGpL`Ula@`Qn[|Qnf@lJnYx@rI?dU@xf@Ork@aDxNqTpk@uZxw@ae@bnAiu@xpBeOh_@wDpVkKrv@yL`}@mIpl@}S`~@cB`PBdg@N|mAyBhO_GrUmJ`_@yUb_AmOxj@}PpYcm@h~@ex@lmAiz@jlAeaAdsAobA~tAqi@rs@q|@|cA}dE||Est@~z@{P~RsUbVcs@~n@e}@lx@}xBpoBmv@~q@ib@x_@e[~XaJfIqLjM}HdPge@fiAc^|z@{f@|kAcJpPuRpWwYp`@ci@ns@i`AhoAsc@|l@oEvHcF|QmHtlA_Ftm@gHjv@cDzNo@hBmHzLqJtLoa@`h@sf@bn@q`AdmA{cA`qA_sAjbB{EbEcYtOij@pYq`Bfz@eh@~XcIpG_TxTs_BheBc_B|dBehB`nBscAliAcwA`_BkeAfkAsPhR}JnIeL~Fcv@jX_u@xWut@zWql@|SeP`FuGlAyJp@}c@jAen@hBg|ApDsqCJspBdHqn@nBwOk@qeBmK}IG_EhAiPbIgg@|Vm^pQ{fAzi@aGzAyER}SaDobAsQcxEg{@_JeAwHjBcJl@yGwA{J{@yQFs~@XmxAf@a{@N_TbB}lA`LwrBjRkgDf[_uCxWco@nGGRQ|JmFVq@pFwElLaDbHa@nCDrCnBdHdEzSNdFuApZu@zQcCdH}FvDgRlByXhCoKt@aFN]h@Lf@z@vCAbBaA|@gEz@}CbBqElF_FxGkEPkDqAmDYaD]aDq@aCa@SjAWvA_@~BkK]iNmCaAnAaDnKv@r@pBr@
38,11,16,Guerrero-Chilpancingo+Morelos-Cuernavaca,"(17.5477072, -99.5324348)","(18.9318783, -99.2755844)",193815,g{ajBx}n~QuCcP_FyE_DmU_CyKzOsFhGaQ|B}Ew@cQ}JaN}CqB_@uJ\mQyB`Cq`@nEmmApLiiAzPysAhUin@pJ{j@aFeYQ}TxLoW}DkiA_u@y^cd@}NwE}RhBo\dIwOjBgS_Kqh@of@ag@kTwUtCc]Toa@eGei@hPqMv`@e_@hX}~@jIca@vEmb@Dsh@ie@cNmJa]y@oYCkM_Ho\sc@sVqScRyIgs@vE_w@ol@ePgLkPsAm~@`Jyq@lQgP`EgP_Bo[yM_LeTsUui@op@_t@mx@cd@ylA_h@y\}L_SeQ}Zil@mTaWqWiYyK}W{KmQ~Au^dl@wx@`D_JcDwLaNkBqPjFwUcFwX|BkMs@yTqViMoJqW_F}}@sVk`@J{LeEaZ{a@ki@wZ_~@yQa_@ij@uW}Gyd@dE__@yJea@kSyTeGmWdIkL_ByH_JcFeYcMkl@iWq^yl@yd@c|@s~@im@{}Akk@eg@qTePuMsScf@kiAeh@}z@qVaZiTiLgm@{_@gq@oc@eo@qJyXwKce@ag@ke@mf@oi@cRsa@kO_c@a}@kL{VwPgJef@cCgd@oKw\ql@gOud@_SiRuTkKci@}U{Zq@}b@lJuh@bL{n@y@}TNs_@hK{n@pKix@j@wcA_Jud@wA}h@k^cSqJgMNqb@nN}_@jBeWrDuQdL_o@z_@wp@jN}`BaTaj@yAii@hEid@y@{f@ue@gSsMmQL{g@dMgg@xK_ZiHabAk`@o^mMg`@j@cc@`Hke@_Km`@mKc^cSeXkQ}k@mRipA{f@s\kPye@Fqf@n@og@sZi]_Jih@gIa^}PoRRaW~HoZ`E}`@}@k{@fNoc@~MkTxEqNoBk\yPqQoDae@TwjAwNw[gE{b@xAar@lUqYpRcPrMkP~Cy^fGqy@zu@eb@hNwb@fI{RjAss@rIceAdd@waBd\ke@bW_a@b]spAhfCuiCjrF}]~o@uPpKuvAdWa|@xO{~@bLc_C}@km@c@}b@oEaiCcyA_bDqiByQq_@}x@a]scBkr@kgA}gAypAkq@uVcKas@_DueBmH_iBsHcrAsFeq@@m`ApQgy@bB{YlGoNnOeVtBie@fSw]vDgg@qHiIiFmDp@mk@rUml@~EePvHyOtH_DxFJtCC@CBADDNtLlC|IBoBxBbF`@h@`M_C^oDlGmBzC`MuB~Jy@bFfBgL|Iu^lU{ElKDhHoBtCrAK?hHcAjErEuCP|DkHzCaLfHmHtFrBhH`ArJgGxEyEfFcHf@}QzIgIpA`DyBcGbAy[lO_JhFCfDi@~AtBt@J`E
39,11,20,Guerrero-Chilpancingo+Puebla-Puebla,"(17.5477072, -99.5324348)","(19.040034, -98.2630052)",280082,g{ajBx}n~QuOkm@_CyKzOsFhGaQdAaX{Pi]\mQkd@pIwwCl^ccCz`@aeAsF}TxLoW}DkiA_u@y^cd@{b@mBo\dIwOjBgS_Kqh@of@ag@kT{s@jDoa@eGei@hPqMv`@e_@hXodChPsh@ie@el@gL{g@cHo\sc@wi@k^gs@vE_w@ol@qa@{NgqBn\oa@`Bo[yM_LeTsUui@op@_t@gfCcmAyp@c_@kp@kdAkd@gr@{KmQ~Au^dl@wx@AwWs_@~Boo@eBkMs@yTqV{e@oQ}}@sVgn@yDaZ{a@ki@wZ_~@yQa_@ij@uW}Gyd@dE__@yJea@kSyTeGyd@dF}Oed@cMkl@iWq^}iBmdBim@{}Akk@eg@gc@yd@cf@kiAeh@}z@{k@kg@o_BkdA_iAiWce@ag@ke@mf@oi@cRsa@kO_c@a}@c^cb@mkAsO_m@grAuh@u^ci@}Uy~@zHqxAhJmeBjXa}BsHud@wA}h@k^ka@aJqb@nN}_@jB{i@xQ_o@z_@wp@jN}`BaTktAnBid@y@{f@ue@ue@eM{g@dMgg@xK_ZiHabAk`@o^mMg`@j@cc@`Hke@_Kq_Aq_@ceAyd@ipA{f@s\kPye@Fqf@n@og@sZsfAgTa^}Pqj@rIm|@bCk{@fNoc@~M}c@hB}n@iVae@TwjAwNs_AmBslA~h@oa@rRy^fGqy@zu@}eApXogA~KceAdd@waBd\kgAfu@q_@bu@{Sz^cKmBu@oWrPel@mHqw@kFct@{v@c{AcbC{yAau@sxAv@aaAeUgs@wWu\od@nFs{@lWql@bGus@aHeq@{E}ViWy\{iBG_u@eEse@}R_j@}]}p@eIes@pUcnBp~AysB~Zuv@fFs~@~He{BqVcy@ao@acB}ZadBuh@asAgFgkAmm@qdAiJca@hZwkAz`@ud@hLoOnLel@lGaxBrD_fByVos@chBeqAseBwoAgSed@kBuX|UwaAzOsdA@ga@xVaq@XySuP_Vmn@Ck[rBms@uVqbBap@{`B_{AqrAwXm|@c]ik@q_@_o@k~@ug@co@a`Ael@kUqe@ma@aS_W}f@h[mk@dL_w@yFu`B}P{{DeO_{Aik@yaAuJkTb@ed@nFk}AiT{|@msAcaE}wB{`Cim@ym@{rAgo@yvEmeBgp@iV}Gwx@kTqyAoPuk@idA{z@`UywCfJggApRev@pSqRyYiF_jB{gAwxAex@wO}MoKcb@Csj@iDokAScoAkRoe@_Qkd@uCcu@oe@}tAkcBi`DojAw|BjEpCig@nQuvAhf@_J`a@
